customer_id,Recency,Frequency,Monetary
TXYYX,152,1,11695
TXZNQ,185,1,1688
TY3FE,22,1,16590
TY3OD,147,1,8494
TY57R,307,1,15792
TY5VH,120,1,3794
TY69E,220,1,2863
TY9M5,57,1,5145
TYAFZ,158,1,14293
TYBTQ,351,1,2988
TYCWM,256,1,3732
TYDDU,165,1,791
TYF68,159,1,7241
TYGUM,49,1,9495
TYJZX,362,1,10915
TYL6X,315,1,13593
TYM5D,38,1,12990
TYRSO,168,1,4795
TYVNT,21,1,7916
TYW2U,308,1,16791
TZ0SK,299,1,1694
TZ2LE,117,1,17593
TZ52X,313,1,7993
TZ645,42,1,30690
TZ69S,314,1,13091
TZASZ,76,1,13293
TZAUR,102,1,24294
TZAY0,222,1,13244
TZB2I,164,1,9595
TZBHU,276,1,3156
TZE9F,32,1,3582
TZETI,262,1,2995
TZFWA,76,1,14214
TZFYZ,174,1,12090
TZH5I,227,1,4166
TZM5J,323,1,8495
TZP9T,178,1,4145
TZRC5,111,1,3341
TZTTH,329,1,11341
TZUN1,63,1,6095
TZUVU,189,1,18230
TZXGA,209,1,55790
TZY87,293,1,10393
TZYBM,225,1,12543
TZYQS,270,1,11294
TZYZY,78,1,9795
TZZJW,358,1,27645
U04D5,0,1,7792
U04ZU,233,1,28793
U05S7,235,1,16991
U063E,107,1,14293
U069H,143,1,39914
U06QH,73,1,8342
U0A2U,258,1,1759
U0BAJ,125,1,22493
U0LAA,149,1,9280
U0R1P,276,1,7393
U0UOO,151,1,260
U0UR1,97,1,34592
U0W1O,353,1,11492
U0Y1T,35,1,18294
U10M4,267,1,11841
U13O0,260,1,30594
U13PS,78,1,4491
U13S7,124,1,12193
U14HD,236,1,3982
U1843,325,1,875
U1BWL,106,1,14992
U1D0K,325,1,14793
U1GF6,294,1,23440
U1GQM,327,1,7691
U1I81,44,1,14994
U1J5Y,52,1,24690
U1JOT,354,1,12345
U1JZR,232,1,3925
U1R1H,102,1,3246
U1SPX,13,1,11541
U1SX0,229,1,6595
U1YSN,192,1,5795
U1YZ0,60,1,15892
U22UL,279,1,2242
U27R7,35,1,20892
U28OB,186,1,12892
U29LF,122,1,16062
U2BOB,345,1,2729
U2E4O,3,1,12591
U2EYK,24,1,11742
U2IPS,85,1,9545
U2IXR,45,1,8991
U2NEY,356,1,13022
U2R0B,188,1,1994
U2R7C,328,1,13191
U2T0G,344,1,9458
U2X5G,20,1,7942
U2XVJ,121,1,4194
U2YHV,38,1,2973
U2ZVN,344,1,15112
U304Q,45,1,5182
U30U3,267,1,14993
U3349,226,1,2090
U34KT,254,1,10091
U3DRX,16,1,869
U3F47,114,1,11843
U3GK3,358,1,8844
U3IY1,36,1,8195
U3JL6,177,1,1013
U3LLG,341,1,56740
U3MWU,330,1,14209
U3O6L,207,1,13730
U3R4D,2,1,3995
U3RYC,228,1,14391
U3S9B,269,1,5892
U3W1U,269,1,9190
U3X80,172,1,24890
U3YEV,207,1,22991
U40HG,361,1,14040
U40YI,233,1,45043
U45HN,236,1,10395
U4BFZ,101,1,13190
U4D7R,314,1,5992
U4G0L,79,1,9746
U4G5A,127,1,23471
U4HBE,223,1,9341
U4K98,70,1,955
U4OHV,53,1,6541
U4OYI,65,1,11112
U4RWV,22,1,6040
U4SHH,229,1,10343
U4VHQ,140,1,7093
U4X00,289,1,3907
U4ZE7,323,1,6692
U53XC,217,1,4342
U59NU,142,1,7395
U5A6G,206,1,15891
U5B24,166,1,5744
U5DE2,156,1,36990
U5E4Z,289,1,7157
U5EKI,279,1,5595
U5LHR,127,1,13092
U5PFC,305,1,11716
U5UIX,74,1,3413
U5V95,157,1,8942
U5W3E,36,1,978
U5WBA,212,1,5444
U5XAJ,237,1,11291
U60B2,308,1,8495
U637L,359,1,40992
U64CF,130,1,7394
U65D4,264,1,20111
U662B,249,1,451
U664I,277,1,3076
U69RB,4,1,785
U6DVT,130,1,4852
U6K0I,1,1,6795
U6SBW,239,1,15291
U6SU9,221,1,10492
U6TII,171,1,4695
U6UXV,123,1,13391
U6WHB,132,1,15491
U6X24,29,1,21190
U6XEX,238,1,8695
U6YKG,269,1,21291
U6YVR,201,1,13293
U6ZDU,224,1,2193
U7144,240,1,16490
U7CDA,195,1,4448
U7FP1,179,1,3167
U7G7U,38,1,8143
U7K66,252,1,12894
U7LRX,227,1,10314
U7PVL,293,1,25795
U7SD3,296,1,8843
U86ET,130,1,24691
U86MP,88,1,11693
U87YF,329,1,12193
U8CKI,203,1,8294
U8DAX,259,1,9407
U8EI0,330,1,5495
U8GQQ,141,1,1684
U8H89,43,1,6092
U8N07,211,1,17991
U8NL2,170,1,660
U8QXB,130,1,3894
U8UD7,61,1,14594
U8V18,361,1,6743
U903Z,35,1,12192
U907C,229,1,6294
U91CM,82,1,11393
U95EH,312,1,7094
U9E66,98,1,13592
U9F7J,317,1,7782
U9G6X,142,1,4066
U9KR4,36,1,38692
U9QEZ,84,1,7293
U9WUZ,101,1,16294
U9Z8A,92,1,14541
U9ZI0,202,1,3044
UA1DL,287,1,10295
UA7N8,343,1,26094
UABAV,28,1,6793
UAKT1,353,1,19394
UAM4R,344,1,4545
UAQXG,52,1,10595
UASAJ,245,1,8166
UAT0E,204,1,9995
UAYBX,157,1,11192
UAYOT,6,1,22792
UAZ8B,14,1,40293
UAZEI,103,1,3892
UB353,360,1,10893
UB3P8,204,1,7395
UB61N,175,1,17213
UB80X,347,1,7191
UB8HI,58,1,11892
UBCAI,313,1,10142
UBDAT,171,1,17094
UBFFG,211,1,47740
UBJMW,105,1,21141
UBLBR,267,1,7295
UBTKT,157,1,21507
UBU1J,49,1,19490
UBXFM,219,1,26540
UBYNU,201,1,23291
UBYZM,329,1,10693
UC0UB,232,1,4647
UC100,310,1,17891
UC1IX,163,1,10209
UC37L,299,1,3403
UC9DF,219,1,9695
UCA0A,100,1,47990
UCABY,278,1,21591
UCEEU,257,1,2898
UCHZI,330,1,6694
UCIBP,48,1,6790
UCJR5,60,1,5992
UCKW9,263,1,14645
UCO8Z,358,1,22143
UCOMC,24,1,12394
UCP52,297,1,13445
UCQVK,216,1,13092
UCSZG,242,1,4894
UD4V9,135,1,9994
UDDHP,220,1,30392
UDFSB,93,1,2006
UDG81,227,1,23541
UDGGV,284,1,9890
UDHUK,138,1,4595
UDIDH,218,1,9893
UDJ3V,237,1,16790
UDJDE,62,1,24090
UDJJA,251,1,35183
UDLCE,129,1,13790
UDSOZ,248,1,17191
UDUJ4,149,1,6443
UDVTL,171,1,8790
UDYCQ,259,1,8693
UE0R5,20,1,12044
UE2G6,193,1,20092
UE5VT,82,1,11543
UE7XN,337,1,12791
UEB9P,264,1,3994
UEDLB,152,1,7194
UEFAG,211,1,1641
UEGNV,305,1,6191
UESM7,101,1,5623
UET72,311,1,12393
UEVOD,8,1,980
UEZOI,86,1,6092
UF203,287,1,12693
UF322,300,1,12193
UF3RG,60,1,12593
UF3TU,179,1,7492
UF3U5,104,1,11193
UF53J,246,1,13592
UFASS,259,1,9294
UFBUB,319,1,17823
UFBWO,275,1,19341
UFFA5,20,1,43793
UFFAQ,140,1,226
UFIBH,71,1,8493
UFJ7C,321,1,19042
UFL5D,168,1,21843
UFLUL,229,1,5089
UFMC7,46,1,14490
UFNL6,158,1,15592
UFZDP,204,1,17191
UG2GS,35,1,13243
UG5GR,175,1,16892
UG6JT,57,1,6246
UG8TF,82,1,7294
UG9LL,11,1,8345
UGC1C,154,1,11190
UGE6S,125,1,1152
UGHDM,10,1,374
UGHZC,308,1,2744
UGLQH,297,1,19992
UGNH8,55,1,4946
UGPQ6,317,1,13291
UGT92,315,1,3244
UGVBG,184,1,4542
UGWLT,293,1,26692
UGYK1,290,1,8295
UH0MD,179,1,21140
UH1VY,130,1,13741
UH1WC,201,1,10094
UH30M,209,1,6895
UH4VI,210,1,28491
UH9OZ,87,1,28291
UHC0P,113,1,1955
UHGOG,360,1,5195
UHHAM,142,1,43863
UHK36,265,1,27993
UHK7I,244,1,8294
UHNC0,151,1,4103
UHNSZ,344,1,3176
UHODE,73,1,10895
UHOPA,236,1,13492
UHPTU,132,1,7044
UHR3G,312,1,11942
UHR7T,255,1,12008
UHRB5,3,1,13795
UHTS5,120,1,4345
UHYJB,307,1,5444
UI2V1,78,1,9893
UIDEB,198,1,12194
UIDZP,320,1,10092
UIIJK,187,1,9819
UIKSC,162,1,22694
UIP1Y,230,1,15812
UIT52,357,1,14642
UIU54,119,1,24795
UIZAP,348,1,17592
UJ3O0,220,1,16290
UJ5YK,33,1,14693
UJAAH,142,1,10194
UJIR0,62,1,13392
UJRZP,281,1,17694
UJSYL,275,1,15492
UJW38,258,1,4653
UJXBZ,270,1,29493
UJXNR,193,1,11390
UJXQ4,36,1,20792
UJZJN,65,1,3444
UK06L,351,1,53493
UK1KY,358,1,10011
UK2ZZ,225,1,6633
UK4AC,9,1,12893
UK4G4,238,1,17390
UK64J,152,1,25990
UKAIQ,354,1,10495
UKF91,149,1,11040
UKFFV,332,1,18391
UKG6B,339,1,13942
UKIQA,94,1,20493
UKIUS,197,1,16092
UKJ21,51,1,6543
UKK37,228,1,11433
UKLG7,13,1,7343
UKN67,113,1,12995
UKWV2,41,1,1017
UKYAS,244,1,7561
UL0F2,100,1,9190
UL4SZ,168,1,18223
UL4TO,171,1,3343
UL53T,210,1,16494
UL87O,68,1,21392
UL8K5,337,1,5794
ULDDN,105,1,11394
ULELO,42,1,5940
ULJTQ,269,1,13595
ULKOH,3,1,2622
ULL6F,228,1,9691
ULM2Q,179,1,19294
ULMSZ,236,1,17795
ULP0I,14,1,13290
ULQ01,60,1,14241
ULQPH,253,1,21544
ULRTY,278,1,8393
ULSC3,224,1,10092
ULUBA,80,1,12093
ULVVY,256,1,5295
ULWBB,351,1,3802
ULWC7,195,1,1374
ULWLV,46,1,41353
ULXXE,14,1,4641
ULZDS,255,1,7195
UM0BB,5,1,10991
UM5HM,242,1,12094
UM71P,286,1,1895
UM9T6,1,1,7393
UMBEK,78,1,11844
UMDUW,268,1,1677
UMGQV,289,1,3195
UMHRW,261,1,30895
UMIB8,173,1,12495
UMNZZ,96,1,6832
UMPFR,68,1,12890
UMPSJ,194,1,5695
UMTXZ,280,1,14795
UMYG3,276,1,2094
UMZZA,311,1,19494
UN2NG,25,1,6495
UN4YX,88,1,2345
UN8X8,231,1,6414
UN9CX,341,1,5116
UN9Y5,132,1,5083
UNAJ3,213,1,5612
UNDHX,340,1,6895
UNE76,257,1,2155
UNFU6,303,1,6238
UNJ7D,213,1,24192
UNJT8,292,1,5445
UNKOI,104,1,1893
UNLJO,321,1,16392
UNLL3,282,1,10894
UNLZT,178,1,6441
UNPZL,314,1,19190
UNQDK,55,1,9993
UNQFB,104,1,22995
UNRR3,320,1,20334
UNVUU,190,1,25893
UNWWD,106,1,11842
UO2PE,231,1,17940
UO7GI,348,1,4594
UO8IS,41,1,19891
UO8XP,101,1,23393
UO9LK,66,1,16240
UOCE3,280,1,11444
UOH73,237,1,1966
UOHU4,67,1,2045
UOJCY,116,1,1702
UOL2N,240,1,4063
UOM76,8,1,10290
UOPVP,154,1,12693
UOQGJ,228,1,12995
UOT6X,214,1,13593
UOUK8,316,1,7991
UOXSI,17,1,26794
UOZ71,147,1,10794
UP0OO,217,1,10690
UP0QL,6,1,9292
UP1NP,269,1,5459
UP9IH,228,1,52640
UP9WS,359,1,5494
UPED0,174,1,18879
UPEIS,166,1,45546
UPJKQ,31,1,16290
UPJWV,19,1,18812
UPMGE,254,1,14193
UPMW6,241,1,12895
UPMXI,28,1,791
UPNAR,80,1,45291
UPTML,288,1,16841
UPTWC,330,1,19490
UPU1F,12,1,48628
UPU30,289,1,22490
UPU8G,105,1,13633
UPWAO,215,1,8294
UPXBF,29,1,2793
UPZYV,276,1,9590
UQ449,337,1,17391
UQ4UM,42,1,7994
UQ6HT,148,1,22191
UQDCH,301,1,28092
UQDX4,75,1,5562
UQG2H,295,1,1694
UQJBU,43,1,20891
UQNSN,292,1,12144
UQS2S,110,1,11292
UQTGT,124,1,4892
UQVLS,254,1,8453
UQW30,209,1,26092
UQZ82,328,1,8325
UQZ97,178,1,2726
UQZMX,192,1,16692
UR4FD,343,1,369
UR4IH,107,1,4245
UR7AW,242,1,426
UR7J1,256,1,16093
UR84I,54,1,9945
UR92L,107,1,3895
UR9M3,302,1,6493
URCVJ,8,1,21894
URE7E,341,1,3525
URELQ,344,1,9595
URFO4,191,1,4274
URG7C,214,1,17990
URIZF,21,1,48291
URJ81,344,1,4443
URJIR,233,1,4694
URL90,212,1,22942
URMZC,290,1,14890
UROWJ,304,1,3163
URS1O,257,1,9295
URS40,63,1,19794
URT84,214,1,656
URTHU,71,1,6395
URUMI,171,1,6108
URVG3,317,1,22490
URVPZ,40,1,28491
US0CF,157,1,1170
US2CS,298,1,20841
US6RN,188,1,11252
US717,321,1,8293
USCER,240,1,6245
USCET,131,1,17691
USEJQ,265,1,3744
USETL,60,1,13591
USIZK,201,1,7292
USO5E,128,1,12868
USPUE,246,1,6394
USQHM,240,1,7694
USQS2,74,1,8663
USRNX,218,1,9495
USRYW,145,1,7322
USSQ9,293,1,18993
USTTK,131,1,23815
USUL2,160,1,10695
USXUG,156,1,11543
USYJA,189,1,6515
UT02B,170,1,9895
UT33G,331,1,8793
UT71X,50,1,5495
UT85M,167,1,7867
UT89H,46,1,7990
UTB6Q,231,1,5994
UTBFF,16,1,44094
UTBQ8,351,1,959
UTCFC,147,1,9840
UTDGQ,61,1,11094
UTJSV,26,1,19091
UTN1S,295,1,6622
UU1DO,348,1,15293
UU37G,21,1,19892
UU4HP,32,1,22792
UU88S,221,1,17093
UU8QX,104,1,28029
UU8ZB,79,1,4943
UUAAJ,361,1,4395
UUHHR,175,1,11642
UUJ4W,87,1,1708
UUQ7Q,257,1,6093
UUS3B,56,1,2030
UUS8T,230,1,2800
UUYME,304,1,2859
UV0M2,98,1,13694
UV13A,256,1,38892
UV2DP,13,1,16795
UV39G,307,1,8643
UV4PF,340,1,584
UV6JP,290,1,4595
UV6UN,325,1,4195
UV9F0,234,1,14891
UV9U2,21,1,4166
UVCWI,197,1,11291
UVFWQ,219,1,39693
UVH29,362,1,6172
UVIL0,46,1,35990
UVIL6,338,1,7329
UVKYG,145,1,6793
UVN4Y,30,1,8194
UVN6C,130,1,9092
UVOTS,39,1,7394
UVP2S,337,1,13092
UVVTX,306,1,19642
UVXRN,103,1,9295
UW4WN,210,1,30292
UW51Z,262,1,2963
UW6DW,265,1,23195
UW6GB,205,1,5307
UW9IO,190,1,8041
UWC5L,348,1,7757
UWDPX,42,1,2038
UWDQ4,48,1,18193
UWHB5,311,1,5593
UWIGN,299,1,16242
UWIXU,70,1,10390
UWNOC,329,1,18390
UWOPP,53,1,4090
UWPDQ,190,1,51694
UWPMQ,153,1,10292
UWRG5,87,1,11190
UWX19,254,1,12791
UX1LC,30,1,1031
UX4R9,160,1,36495
UX7ME,20,1,17290
UX9T0,172,1,5544
UXAL8,24,1,13192
UXCLN,300,1,15194
UXET0,224,1,2834
UXKZF,66,1,13194
UXLIL,83,1,22720
UXQB6,310,1,28591
UXS7P,41,1,15441
UXTCK,236,1,15995
UY30W,26,1,3797
UY72W,208,1,9092
UY93N,77,1,7411
UYARA,266,1,19091
UYAVD,229,1,44890
UYBB1,199,1,13593
UYBOW,261,1,10593
UYCJD,132,1,14344
UYDQ2,306,1,33342
UYDYC,49,1,19691
UYDYO,211,1,2653
UYHVZ,68,1,7544
UYILB,149,1,16193
UYILJ,220,1,17992
UYMYD,325,1,6333
UYSS4,139,1,27293
UYVOE,114,1,13693
UYWC1,223,1,5245
UYWHA,64,1,23091
UYZFV,209,1,14192
UYZI3,175,1,14495
UYZKG,346,1,13092
UZ3M9,33,1,7495
UZ4BI,42,1,14191
UZ5SM,197,1,9123
UZ9TI,356,1,31390
UZFJW,180,1,35010
UZGEM,173,1,15994
UZHFN,171,1,2195
UZHQT,159,1,1973
UZI6X,286,1,25292
UZQ1Q,79,1,24092
UZSP1,81,1,11991
UZT7O,72,1,10191
UZVEW,177,1,22991
UZVK6,303,1,4992
UZX5K,305,1,9742
UZYM6,296,1,5893
UZYMC,108,1,24091
V05HO,10,1,16291
V094G,44,1,4941
V0CS5,244,1,14642
V0CWB,169,1,17592
V0DBK,282,1,5866
V0EKS,72,1,28690
V0FFC,156,1,17791
V0M9L,118,1,11090
V0V8H,8,1,15692
V0YNZ,276,1,5994
V10RM,72,1,5494
V14VC,70,1,12391
V16HN,49,1,11991
V16U8,69,1,24892
V17UV,33,1,14293
V17X4,103,1,7092
V19J7,31,1,13094
V1DZX,52,1,9593
V1E3C,10,1,11891
V1FHO,168,1,8295
V1IVD,13,1,5295
V1PVS,301,1,43116
V1TBC,316,1,38993
V1TYD,107,1,4791
V1VF0,223,1,39994
V1WBO,44,1,4271
V1WH6,309,1,17890
V1XZH,65,1,17191
V1YWF,275,1,23192
V1ZCI,33,1,15140
V1ZXA,220,1,20293
V21H9,327,1,1555
V21Q0,128,1,428
V22J0,203,1,5645
V23QN,299,1,10413
V2AD4,332,1,6906
V2FSF,79,1,22940
V2HXY,304,1,6555
V2KJF,10,1,8995
V2N3W,59,1,483
V2ODN,5,1,7995
V2RJP,314,1,22991
V2V0J,102,1,21590
V2VRT,192,1,878
V2WR0,336,1,5592
V30GT,21,1,7941
V32CG,352,1,8295
V34BR,156,1,43292
V34I3,70,1,14693
V34NM,204,1,9195
V34SV,194,1,3745
V368N,155,1,6384
V379O,86,1,15193
V37RE,221,1,6542
V3DS3,307,1,1744
V3GY0,179,1,13994
V3HUD,162,1,12393
V3N9V,334,1,586
V3NYB,344,1,7414
V3PCL,280,1,10494
V3T2V,75,1,10291
V3UIU,223,1,12543
V3ZBR,312,1,23194
V45RG,141,1,6842
V47K6,315,1,46792
V4BP1,195,1,2793
V4F7J,127,1,22594
V4KTL,86,1,18340
V4NBK,146,1,20690
V4O23,224,1,6111
V4OY7,191,1,10392
V4RAY,76,1,4661
V4V2P,56,1,15242
V4VOJ,259,1,18591
V4X0K,1,1,1304
V55B6,33,1,19641
V55WN,113,1,6192
V58H4,167,1,9595
V5A6Y,114,1,32445
V5D6A,215,1,21593
V5GHR,318,1,6743
V5JU9,136,1,14493
V5K5L,24,1,22591
V5QKU,122,1,14525
V5TFW,64,1,10056
V5UOI,99,1,9791
V5X2U,63,1,27392
V61ND,7,1,53440
V6BKK,312,1,12712
V6C7U,332,1,1400
V6E90,151,1,30692
V6GHB,138,1,19692
V6HAJ,43,1,9092
V6KE9,270,1,22392
V6LAW,128,1,7444
V6MLL,206,1,14593
V6PDK,186,1,14944
V6R59,235,1,20491
V6RX5,287,1,18294
V71NL,76,1,16243
V72LF,318,1,17895
V73ZO,244,1,1584
V78SF,348,1,51690
V7ERS,263,1,7240
V7NA1,335,1,1867
V7O1T,204,1,8793
V7PUT,77,1,8893
V7VTB,348,1,6744
V7XAW,331,1,801
V7YQQ,99,1,13404
V7ZOJ,118,1,4445
V80ER,11,1,14594
V81DU,264,1,2911
V83RV,115,1,5593
V88GC,3,1,27494
V88UQ,190,1,16191
V8ARV,124,1,12695
V8D19,244,1,4943
V8E91,294,1,12666
V8HW1,214,1,7246
V8J2T,84,1,17540
V8LTK,8,1,34491
V8MIZ,302,1,19892
V8MVL,238,1,4759
V8PA7,65,1,4834
V8QNI,64,1,14594
V8QQD,244,1,5443
V8QVT,244,1,11891
V8ROM,306,1,6495
V8RYH,322,1,8344
V8XBM,59,1,9993
V8YY5,117,1,2266
V91A5,326,1,13391
V91KQ,68,1,14794
V958S,168,1,870
V95EO,349,1,12594
V95PO,47,1,4392
V968Z,233,1,8116
V991Z,298,1,4166
V9B33,358,1,1326
V9FBI,191,1,5894
V9GAH,247,1,4294
V9HQX,351,1,18890
V9L08,94,1,1033
V9M41,337,1,8195
V9N4Y,22,1,1003
V9QAE,239,1,3991
V9WS5,203,1,9495
V9Y3J,242,1,14795
V9Z0D,0,1,488
VA29Z,39,1,5994
VA9TN,327,1,15990
VAAW0,237,1,13992
VACLC,34,1,9245
VACP5,331,1,15893
VADUU,308,1,4112
VAFWY,88,1,34856
VAHUF,234,1,42740
VAJBQ,132,1,4715
VAJE8,296,1,9193
VANPV,152,1,27990
VAOG5,123,1,8693
VAPRU,232,1,17254
VAQP6,154,1,47932
VASAC,185,1,30519
VAU0M,52,1,19940
VAWCZ,77,1,42243
VAZBE,227,1,9293
VB3QE,106,1,22891
VB4PL,263,1,8492
VB776,221,1,3345
VB96J,155,1,32491
VBF5V,60,1,8844
VBFHI,166,1,6545
VBI71,320,1,14274
VBLR8,194,1,1866
VBSU4,251,1,13191
VBUJF,311,1,3842
VBWA2,49,1,3443
VBXWB,4,1,5292
VBY6S,354,1,39695
VBZCT,309,1,7113
VC3OS,284,1,1981
VC6MI,76,1,12593
VC9PK,30,1,2395
VCB9I,205,1,23592
VCBWJ,110,1,24191
VCGU7,322,1,31991
VCK5X,111,1,18390
VCLHZ,197,1,5193
VCMGD,21,1,12995
VCN95,286,1,588
VCOYI,296,1,9591
VCPS7,332,1,12193
VCQ5B,316,1,5041
VCR79,332,1,567
VCRB2,12,1,8095
VCSNB,299,1,5295
VCT6P,221,1,3015
VD1S1,0,1,27957
VD46M,330,1,14093
VD4LQ,72,1,7490
VDDEF,258,1,7445
VDDI4,281,1,32492
VDF1Z,127,1,52480
VDFOO,176,1,7493
VDH8M,226,1,12165
VDHGM,269,1,4794
VDHN0,308,1,26090
VDNWS,148,1,9992
VDOQA,278,1,9290
VDRSD,6,1,2995
VDSLW,15,1,16092
VDTWI,32,1,21290
VDV8I,85,1,5743
VDVQZ,54,1,8395
VDW8F,47,1,22741
VDYME,112,1,16193
VDZC8,320,1,7322
VDZTG,282,1,3816
VE74R,358,1,15590
VE7QP,174,1,25190
VE7ZW,255,1,14043
VE8F5,88,1,2178
VE8UH,108,1,16591
VE98A,180,1,11495
VEEF7,291,1,4095
VEEJS,246,1,15595
VEFC7,229,1,15290
VEFIS,178,1,8342
VEHBK,349,1,9592
VEHY9,80,1,29012
VEJ4N,341,1,5944
VELQW,213,1,8343
VEQCN,35,1,11544
VEVZ0,95,1,8293
VEX23,345,1,12743
VF36Y,188,1,20390
VF5I6,141,1,9390
VF65A,232,1,8395
VF6HQ,321,1,8164
VF8XD,360,1,14493
VFD5G,158,1,14640
VFF5I,7,1,17728
VFGJ9,26,1,7494
VFJGP,262,1,36344
VFKSD,244,1,12593
VFMKX,261,1,10294
VFO3A,283,1,19643
VFQY3,114,1,13292
VFTXO,191,1,9295
VFVH2,162,1,6995
VFWPI,329,1,31475
VFXNI,136,1,8494
VFYFU,88,1,9591
VFZBY,227,1,18391
VG0U3,250,1,6390
VG19A,229,1,44390
VG6KD,140,1,19791
VG6NF,144,1,11292
VG9TI,149,1,10595
VGAWS,44,1,5394
VGDTH,75,1,2479
VGJ3Q,142,1,16894
VGK85,156,1,25390
VGNCD,218,1,14541
VGNTM,155,1,14994
VGOX2,279,1,15391
VGPTW,29,1,12494
VGS6L,155,1,11190
VGSRP,17,1,9843
VGZ61,341,1,7394
VH2OL,0,1,11495
VH6S3,265,1,2732
VHBCR,218,1,7993
VHBXT,315,1,5593
VHCTC,235,1,27493
VHDWF,251,1,12844
VHG8Q,319,1,2242
VHI5S,298,1,18140
VHJ5L,217,1,3762
VHJYM,30,1,11942
VHK01,144,1,22990
VHM0X,306,1,661
VHMEC,191,1,23390
VHOTB,352,1,14992
VHRIC,160,1,20390
VHSFT,239,1,8145
VHTNP,15,1,1214
VHW41,0,1,44191
VI0JY,255,1,4011
VI32Q,265,1,35695
VI4LZ,226,1,7542
VI7V8,256,1,6945
VIB31,360,1,33290
VICYZ,2,1,2416
VIEJU,355,1,4244
VIGLO,315,1,12793
VIHY2,241,1,12721
VIISW,341,1,29992
VIIWX,248,1,18190
VIJ69,76,1,4013
VIJIZ,333,1,16590
VIM9C,223,1,31395
VINZR,123,1,9594
VIP6J,185,1,12490
VIPBC,227,1,7391
VIXG9,293,1,1876
VIYVH,260,1,4594
VIYWM,133,1,19290
VJ3GZ,33,1,1895
VJ748,154,1,19561
VJ7H9,203,1,18591
VJ89F,92,1,21990
VJD5F,125,1,14940
VJECY,254,1,21644
VJHLX,168,1,554
VJOBD,110,1,12342
VJQ7Z,229,1,2964
VJSN8,209,1,14463
VJT6P,255,1,5592
VJTBY,11,1,6816
VJVVK,130,1,14095
VJWVP,222,1,7637
VK2KK,34,1,1910
VK4YB,154,1,23495
VK9QN,240,1,7095
VKFCN,128,1,15392
VKG0W,360,1,12192
VKGWP,264,1,3593
VKH6S,221,1,20242
VKJV2,166,1,25245
VKKQZ,151,1,14392
VKN15,46,1,19691
VKT7Z,68,1,23592
VKTKQ,30,1,4690
VKV68,104,1,5091
VKWFC,166,1,20290
VKXQI,67,1,23895
VKY3Z,344,1,15241
VL2IA,114,1,15173
VL3AX,316,1,12794
VL576,331,1,16542
VL7ZV,341,1,7790
VLCLH,122,1,5595
VLENI,246,1,20744
VLF2D,343,1,6945
VLGDT,105,1,7630
VLGJW,216,1,801
VLLOJ,14,1,50540
VLM99,150,1,1793
VLROD,130,1,14445
VLT48,343,1,13640
VLY4M,170,1,13443
VLYXO,218,1,6493
VM0RX,332,1,5545
VM16V,34,1,5892
VM1O0,270,1,6945
VM3XI,119,1,10611
VM5QW,124,1,6044
VM5RP,112,1,20691
VM6UW,246,1,5842
VMD3Y,87,1,26290
VMEIK,187,1,41693
VMK9D,60,1,7242
VMKD7,353,1,3555
VML8L,237,1,7493
VMM1Q,263,1,23795
VMQ3U,149,1,10044
VMQBU,185,1,7394
VN5II,148,1,23391
VN68P,302,1,14193
VN7M8,132,1,14495
VNA5U,215,1,31095
VNGT7,70,1,9591
VNRAS,263,1,14394
VNY79,211,1,2475
VO0UT,159,1,3145
VO5BG,303,1,5502
VO6ML,188,1,7191
VO6U3,86,1,9995
VO8S0,353,1,3600
VO9T4,177,1,348
VODTA,289,1,5545
VOF95,333,1,4241
VOG0Z,129,1,311
VOIMW,31,1,5394
VOKUH,73,1,5282
VON9L,205,1,1834
VONS2,132,1,51990
VOOEC,100,1,10293
VOP49,218,1,1171
VORIF,75,1,6394
VOSA9,5,1,5342
VOSYX,127,1,8045
VOU8Q,224,1,9493
VOUWN,140,1,7791
VOWLA,276,1,8095
VOZGW,56,1,9795
VP04R,51,1,35890
VP4XB,208,1,5171
VP5AO,334,1,9995
VP6MJ,174,1,22362
VPAT6,211,1,15842
VPD8D,230,1,20492
VPGVP,104,1,41242
VPHIR,14,1,5093
VPIP0,107,1,10640
VPLVS,3,1,14492
VPM41,284,1,10595
VPOUN,142,1,13592
VPR0P,196,1,5395
VPTK7,243,1,4595
VPXUX,288,1,8395
VPYHI,214,1,12691
VPYYN,154,1,27291
VPZCD,132,1,9491
VQ0EI,109,1,2445
VQ0TD,267,1,8395
VQ1TW,66,1,987
VQB8E,329,1,51190
VQBPF,262,1,12544
VQC6I,223,1,11995
VQFO2,166,1,9295
VQG3R,29,1,49191
VQKG4,278,1,5243
VQMEL,311,1,8395
VQNZ6,284,1,11194
VQU3A,75,1,43642
VQVOJ,160,1,10931
VQWX9,79,1,8193
VQXWF,268,1,9994
VQZ9W,51,1,15043
VR0TU,174,1,433
VR0VU,118,1,2354
VR4MB,117,1,19728
VR8FI,291,1,15541
VRAW7,20,1,3845
VRD5E,165,1,4693
VRGXB,177,1,5594
VRKYU,132,1,12194
VRLXF,184,1,4790
VRM3J,16,1,38891
VRMCK,344,1,25993
VRN8Z,242,1,9341
VRQ5E,10,1,4361
VRRZ5,84,1,2313
VRSJX,64,1,22292
VRVA3,164,1,8245
VS0DW,314,1,17840
VS16E,292,1,3709
VS22T,98,1,1845
VS4VI,299,1,51993
VS565,316,1,31191
VS60P,46,1,11995
